code,Quantile
journal of time series econometrics,N/A
journal of transformative education,N/A
journal of unmanned vehicle systems,N/A
journal of world investment & trade,N/A
linguas e instrumentos linguisticos,N/A
lobachevskii journal of mathematics,N/A
mcs-masculinities and social change,N/A
management of environmental quality,N/A
meandros medical and dental journal,N/A
membranes and membrane technologies,N/A
mesto a dejiny-the city and history,N/A
microbiology resource announcements,N/A
minerva ortopedica e traumatologica,N/A
minimax theory and its applications,N/A
momona ethiopian journal of science,N/A
noesis-revista de ciencias sociales,N/A
natural products and bioprospecting,N/A
neurology and clinical neuroscience,N/A
neuropsychiatria i neuropsychologia,N/A
numerical analysis and applications,N/A
occupational therapy in health care,N/A
operations research for health care,N/A
performance measurement and metrics,N/A
place branding and public diplomacy,N/A
pravention und gesundheitsforderung,N/A
problemy analiza-issues of analysis,N/A
proceedings of singapore healthcare,N/A
progress in artificial intelligence,N/A
psychology and developing societies,N/A
quantitative methods for psychology,N/A
rassegna della letteratura italiana,N/A
revue internationale de philosophie,N/A
rivista di filosofia neo-scolastica,N/A
radiological physics and technology,N/A
regulatory mechanisms in biosystems,N/A
research studies in music education,N/A
research and reports in neonatology,N/A
research in cardiovascular medicine,N/A
research in pharmaceutical sciences,N/A
review of corporate finance studies,N/A
critical care research and practice,N/A
cuadernos de historia contemporanea,N/A
current bladder dysfunction reports,N/A
current cardiovascular risk reports,N/A
current otorhinolaryngology reports,N/A
deutsche zeitschrift fur akupunktur,N/A
developpement durable & territoires,N/A
devices and methods of measurements,N/A
dimensions of critical care nursing,N/A
epj nuclear sciences & technologies,N/A
european journal of plastic surgery,N/A
eastern journal of european studies,N/A
educational research and evaluation,N/A
ekonomika regiona-economy of region,N/A
ephemerides theologicae lovanienses,N/A
european heart journal-case reports,N/A
european journal of psychology open,N/A
european journal of risk regulation,N/A
european journal of social security,N/A
explorations in renaissance culture,N/A
first peoples child & family review,N/A
foundations and trends in marketing,N/A
frontiers in heat and mass transfer,N/A
frontiers of architectural research,N/A
frontiers of engineering management,N/A
germanisch-romanische monatsschrift,N/A
gallerie e grandi opere sotterranee,N/A
global qualitative nursing research,N/A
high temperature material processes,N/A
home health care services quarterly,N/A
health services management research,N/A
history and sociology of south asia,N/A
ieee open journal of nanotechnology,N/A
ifac journal of systems and control,N/A
information-wissenschaft und praxis,N/A
indian journal of surgical oncology,N/A
innovative infrastructure solutions,N/A
intelligent buildings international,N/A
international journal of accounting,N/A
international journal of biometrics,N/A
international journal of childbirth,N/A
international journal of e-adoption,N/A
international journal of geophysics,N/A
international journal of hepatology,N/A
international journal of innovation,N/A
international journal of nephrology,N/A
international journal of pediatrics,N/A
international journal of technology,N/A
international review of victimology,N/A
international shipbuilding progress,N/A
international wood products journal,N/A
iranian journal of medical sciences,N/A
iranian journal of nuclear medicine,N/A
journal of interconnection networks,N/A
journal of public affairs education,N/A
jordan journal of civil engineering,N/A
journal for multicultural education,N/A
journal for new generation sciences,N/A
journal of african american studies,N/A
journal of argumentation in context,N/A
journal of asia-pacific pop culture,N/A
journal of chemical health & safety,N/A
journal of chinese military history,N/A
journal of clinical imaging science,N/A
south african journal of geomatics,N/A
spine surgery and related research,N/A
sport management education journal,N/A
studia historica-historia medieval,N/A
studies in eastern european cinema,N/A
studies in theatre and performance,N/A
substance abuse and rehabilitation,N/A
tehnicki glasnik-technical journal,N/A
tulsa studies in womens literature,N/A
texto livre-linguagem e tecnologia,N/A
theory and practice of legislation,N/A
toxicologie analytique et clinique,N/A
traitement automatique des langues,N/A
travmatologiya i ortopediya rossii,N/A
turkish journal of business ethics,N/A
turkish journal of plastic surgery,N/A
versus-quaderni di studi semiotici,N/A
world journal of clinical oncology,N/A
world journal of pediatric surgery,N/A
zeitschrift fur evangelische ethik,N/A
am journal of art and media studies,N/A
arbor-ciencia pensamiento y cultura,N/A
access to justice in eastern europe,N/A
acciones e investigaciones sociales,N/A
acta oto-laryngologica case reports,N/A
acta otorrinolaringologica espanola,N/A
activitas nervosa superior rediviva,N/A
advances in archaeological practice,N/A
ain shams journal of anesthesiology,N/A
american nineteenth century history,N/A
american review of canadian studies,N/A
aposta-revista de ciencias sociales,N/A
asian academy of management journal,N/A
asian journal of endoscopic surgery,N/A
asian social work and policy review,N/A
bibliotheque de l ecole des chartes,N/A
bibliotecas-anales de investigacion,N/A
biochemistry research international,N/A
biochemistry and biophysics reports,N/A
bioinformatics and biology insights,N/A
biomedical spectroscopy and imaging,N/A
bioscope-south asian screen studies,N/A
brazilian journal of anesthesiology,N/A
british journal of canadian studies,N/A
buletin penelitian sistem kesehatan,N/A
canadian journal of african studies,N/A
canadian review of american studies,N/A
commonwealth & comparative politics,N/A
counselor education and supervision,N/A
cadernos gestao publica e cidadania,N/A
cambridge international law journal,N/A
canadian journal of human sexuality,N/A
canadian journal of law and society,N/A
case reports in infectious diseases,N/A
central european journal of urology,N/A
central european management journal,N/A
cercles-revista d historia cultural,N/A
ceska gynekologie-czech gynaecology,N/A
civil and environmental engineering,N/A
cognitive studies-etudes cognitives,N/A
communication research and practice,N/A
computer science journal of moldova,N/A
construction economics and building,N/A
crime prevention & community safety,N/A
journal of mathematics in industry,N/A
journal of modelling in management,N/A
journal of music teacher education,N/A
journal of muslim minority affairs,N/A
journal of nusantara studies-jonus,N/A
journal of offender rehabilitation,N/A
journal of operational meteorology,N/A
journal of paleolithic archaeology,N/A
journal of pediatric neurosciences,N/A
journal of philosophical economics,N/A
journal of public health in africa,N/A
journal of renal injury prevention,N/A
journal of research administration,N/A
journal of second language studies,N/A
journal of social entrepreneurship,N/A
journal of strategy and management,N/A
journal of teaching in social work,N/A
journal of transportation security,N/A
journal of the indian ocean region,N/A
juridical tribune-tribuna juridica,N/A
laval theologique et philosophique,N/A
literatura-teoria historia critica,N/A
loggia arquitectura & restauracion,N/A
london review of international law,N/A
luxury-history culture consumption,N/A
mexican studies-estudios mexicanos,N/A
mathematical methods of statistics,N/A
mental health and social inclusion,N/A
metodicki ogledi-methodical review,N/A
missiology-an international review,N/A
monaldi archives for chest disease,N/A
moscow university geology bulletin,N/A
national institute economic review,N/A
nordic journal of digital literacy,N/A
obets-revista de ciencias sociales,N/A
optical memory and neural networks,N/A
organisational and social dynamics,N/A
oxford journal of law and religion,N/A
philosophy psychiatry & psychology,N/A
polis-politicheskiye issledovaniya,N/A
prikladnaya diskretnaya matematika,N/A
procesamiento del lenguaje natural,N/A
psicologia conocimiento y sociedad,N/A
psychiatry and behavioral sciences,N/A
qed-a journal in glbtq worldmaking,N/A
quality in ageing and older adults,N/A
quantitative finance and economics,N/A
red-revista electronica de direito,N/A
revue de metaphysique et de morale,N/A
radovi-zavoda za hrvatsku povijest,N/A
rehabilitation process and outcome,N/A
research integrity and peer review,N/A
revista chilena de pediatria-chile,N/A
